lead_days,n,n_scored,sum_actual,sum_forecast,wape,bias,median_ape,exact_share,within_10_share
1,432.0,340.0,404760.0,400805.0,0.1683392627730013,-0.009771222452811543,0.06791660901249942,0.12941176470588237,0.6176470588235294
