tcin,week_start,sales,orders,receipts,oh_start,oh_end,source
94643458,2028-01-30,24.0,27.41414319155328,26.698463193684237,137.37370893514756,140.0721721288318,controller
94643458,2028-02-06,24.0,27.245489241948015,27.003464156177166,140.0721721288318,143.07563628500895,controller
94643459,2026-08-30,28.75587990772038,12.0,66.0,25.0,62.244120092279616,plan
94643459,2026-09-06,40.25823187080854,12.0,66.0,62.244120092279616,87.98588822147107,plan
94643459,2026-09-13,40.25823187080854,6.0,36.0,87.98588822147107,83.72765635066253,plan
94643459,2026-09-20,40.25823187080854,30.0,12.0,83.72765635066253,55.46942447985399,plan
94643459,2026-09-27,40.25823187063477,36.0,12.0,55.46942447985399,27.21119260921921,plan
94643459,2026-10-04,40.258231870403094,18.0,6.0,27.21119260921921,0.0,plan
94643459,2026-10-11,40.258231870403094,18.0,30.0,0.0,0.0,plan
94643459,2026-10-18,40.258231870403094,24.0,36.0,0.0,0.0,plan
94643459,2026-10-25,40.258231870403094,18.0,18.0,0.0,0.0,plan
94643459,2026-11-01,40.25823187080854,60.3873478062128,18.0,0.0,0.0,controller
94643459,2026-11-08,40.25823187080854,60.3873478062128,24.0,0.0,0.0,controller
94643459,2026-11-15,40.25823187080854,60.3873478062128,18.0,0.0,0.0,controller
94643459,2026-11-22,40.25823187080854,60.3873478062128,60.3873478062128,0.0,20.129115935404265,controller
94643459,2026-11-29,40.25823187051894,59.12927805981565,60.3873478062128,20.129115935404265,40.25823187109812,controller
94643459,2026-12-06,40.258231870403094,57.87120831366101,60.3873478062128,40.25823187109812,60.387347806907826,controller
94643459,2026-12-13,40.258231870403094,56.613138567672905,60.3873478062128,60.387347806907826,80.51646374271753,controller
94643459,2026-12-20,40.258231870403094,55.355068821684796,59.12927805981565,80.51646374271753,99.38750993213007,controller
94643459,2026-12-27,40.2582318704031,54.17562843484652,57.87120831366101,99.38750993213007,117.00048637538796,controller
94643459,2027-01-03,40.258231870403094,53.074817407142895,56.613138567672905,117.00048637538796,133.35539307265776,controller
94643459,2027-01-10,40.258231870403094,52.05263573856353,55.355068821684796,133.35539307265776,148.45223002393948,controller
94643459,2027-01-17,40.258231870403094,51.10908342910842,54.17562843484652,148.45223002393948,162.3696265883829,controller
94643459,2027-01-24,40.258231870403094,50.23924614383071,53.074817407142895,162.3696265883829,175.18621212512272,controller
