tcin,sku,description,item_group,ship_week,units,cases,grade,confidence,stream,casepack
94723685,P-60WIP-AP-FIR,"Biom Fraser Fir All-Purpose Cleaning Wipes Refill - 60ct: Removes Dirt, Grease, Multi-Surface Use",D3-C2,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94723686,P-60WIP-AP-PEP,Biom Peppermint All-Purpose Cleaning Wipes Refill - 60ct,D3-C2,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94723687,P-6DIS-WHI,"Biom Mini Refillable Wipe Dispenser - Bone: BPA-Free, Silicone, 6 Height",D3-C2,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723688,P-DIS-TER,Biom Refillable Plant-Based Wipes Dispenser - Terracotta,D3-C2,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723689,P-40WIP-6IN-AP-VAN,"Biom Tres Vanille All-Purpose Cleaning Mini Wipes - 40ct: Refill Pouch, Removes Dirt",D3-C2,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94799734,K-DIS-2BAB-WHI,"Biom 99% Water Hypoallergenic Baby Starter Kit - White - Fragrance Free - 120 wipes: Face, Hands, Nose, Whole Body, Diaper Area",D7,2026-09-20,132.0,33.0,C,C · directional · ±50%,forecast_replenishment,4.0
94799736,K-DIS-2BAB-LGR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Seafoam Green - Fragrance Free - 120ct: Refillable, Alcohol-Free, Aloe & Vitamin E",D7,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
94799737,P-60WIP-BAB-FRA,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 60ct: Alcohol-Free, Contains Aloe, Refill Pouch",D7,2026-09-20,336.0,28.0,C,C · directional · ±50%,forecast_replenishment,12.0
94799738,K-DIS-2BAB-PUR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Lilac - Fragrance Free - 120ct: Refillable Container, Contains Aloe, Contains Vitamin E",D7,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94799739,K-60WIP-BAB-FRA-4PK,"Biom 99% Water Hypoallergenic Baby Wipes -Fragrance Free - 240ct: Face, Hands, Nose, Whole Body, Diaper Area",D7,2026-09-20,90.0,30.0,C,C · directional · ±50%,forecast_replenishment,3.0
94799740,K-60WIP-BAB-FRA-12PK,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 720ct: Face & Body Application, Refill Pouch, With Aloe & Vitamin E",D7,2026-09-20,139.0,139.0,C,C · directional · ±50%,forecast_replenishment,1.0
94928289,P-60WIP-DSN-ALP,Biom Plastic Free Plant Based Disinfecting Wipes - Alpine Mint - 60ct,D3-C2,2026-09-20,72.0,6.0,C,C · directional · ±50%,forecast_replenishment,12.0
94928290,P-DIS-SS-BRU,Biom Refillable Plant-Based Wipes Dispenser - Brushed Stainless,D3-C2,2026-09-20,768.0,192.0,C,C · directional · ±50%,forecast_replenishment,4.0
94928291,K-60WIP-DSN-COM-3PK,"Biom Plastic Free Plant Based Disinfecting Wipes - Variety - 3pk/180ct: Ammonia-Free, Paraben-Free, Mint Scent",D3-C2,2026-09-20,1832.0,458.0,C,C · directional · ±50%,forecast_replenishment,4.0
94928292,P-60WIP-DSN-CIT,"Biom Plastic Free Plant Based Disinfecting Wipes - Fresh Citrus - 60ct: Ammonia-Free, Aluminum-Free, Paraben-Free",D3-C2,2026-09-20,2400.0,200.0,C,C · directional · ±50%,forecast_replenishment,12.0
94928293,K-60WIP-AP-COM,Biom Plant Based Refillable All Purpose Wipes Variety - 3pk/180ct,D3-C2,2026-09-20,1932.0,483.0,C,C · directional · ±50%,forecast_replenishment,4.0
94979715,P-30WIP-BOD-NAT-TRV,Biom Travel Pack Biodegradable Body Wipes - Naturally Fresh - 30ct,D253-C4,2026-09-20,480.0,20.0,C,C · directional · ±50%,forecast_replenishment,24.0
94979716,P-20WIP-SAN-STL-TRV,Biom Travel Pack Biodegradable Hand Sanitizing Wipes - Santal Escape - 20ct,D253-C4,2026-09-20,504.0,21.0,C,C · directional · ±50%,forecast_replenishment,24.0
94979717,K-6DIS-WHI-1SAN-STL,Biom Mini Dispenser with Biodegradable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,2026-09-20,1044.0,174.0,C,C · directional · ±50%,forecast_replenishment,6.0
94979718,P-40WIP-6IN-SAN-STL,Biom Mini Biodegradable Refillable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,2026-09-20,1536.0,64.0,C,C · directional · ±50%,forecast_replenishment,24.0
95285660,P-60WIP-FLU-FRA,Biom Flushable Personal Wipes Fragrance Free - 120ct,,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
95285661,P-60WIP-FLU-FRA,Biom Flushable Personal Wipes Unscented - 180ct,,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
95285662,K-DIS-2FLU-WHI,Biom White Flushable One Handed Kit Personal Wipes Unscented - 120ct,,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
1010810949,P-40WIP-LIT-FRA,Biom Baby Mini Little Messes Hand Wipes Refills Fragrance Free - 40ct,D7,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,24.0
1010810951,K-6DIS-PER-1LIT,Biom Refillable Mini Dispenser Little Mess Hand Wipes Periwinkle - 40ct,D7,2026-09-20,462.0,77.0,C,C · directional · ±50%,forecast_replenishment,6.0
1011278742,P-20WIP-SAN-BER-TRV,Biom Sanitizing Go-Pack Holiday Bergamot Bloom - Hand Wipes - 20ct,D253-C4,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,24.0
1011824789,,Biom Pine Forest Disinfecting Wipes Refill All-Purpose Cleaners - 60ct,D3-C2,2026-09-20,3024.0,252.0,C,C · directional · ±50%,planned_forward,12.0
1012188490,P-30WIP-LIT-FRA,Biom Little Mess Baby Wipes Go-Pack Unscented - 30ct,D7,2026-09-20,30600.0,1275.0,A,A · booked PO,booked_forward,24.0
1012188490,P-30WIP-LIT-FRA,Biom Little Mess Baby Wipes Go-Pack Unscented - 30ct,D7,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,24.0
1012188491,P-30WIP-BAB-FRA,Biom Baby Wipes Go-Pack Unscented - 30ct,D7,2026-09-20,27000.0,1125.0,A,A · booked PO,booked_forward,24.0
1012188491,P-30WIP-BAB-FRA,Biom Baby Wipes Go-Pack Unscented - 30ct,D7,2026-09-20,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,24.0
1012914812,,Biom Santal Escape Cleaning Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,2026-09-20,0.0,,C,C · directional · ±50%,forecast_replenishment,
1012914813,,Biom Fresh Citrus Disinfecting Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,2026-09-20,0.0,,C,C · directional · ±50%,forecast_replenishment,
89854821,P-DIS-EUC,Biom Refillable Plant-Based Wipes Dispenser - Eucalyptus,D3-C2,2026-09-27,3000.0,500.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854822,P-60WIP-AP-LAV,"Biom Lavender Ease All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Removes Grease",D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
89854823,P-DIS-WHI,"Biom Refillable Plant-Based Wipes Dispenser - White: BPA-Free, Multi-Surface Use, Silicone Components",D3-C2,2026-09-27,2706.0,451.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854824,P-60WIP-AP-GRA,"Biom Grapefruit Zest All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Multi-Surface Cleaner",D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
89854825,P-DIS-TAN,Biom Refillable Plant-Based Wipes Dispenser - Sand,D3-C2,2026-09-27,1188.0,198.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854826,P-60WIP-AP-STL,Biom Plant Based Refillable All Purpose Wipes - Santal Escape - 60ct,D3-C2,2026-09-27,3984.0,332.0,C,C · directional · ±50%,forecast_replenishment,12.0
93197977,P-60WIP-AP-NER,Biom Plant Based Refillable All Purpose Wipes - Neroli Dream - 60ct,D3-C2,2026-09-27,1308.0,109.0,C,C · directional · ±50%,forecast_replenishment,12.0
93197978,,Biom Refillable Wipe Dispenser,D3-C2,2026-09-27,0.0,,C,C · directional · ±50%,forecast_replenishment,
93197979,P-60WIP-AP-FRA,Biom Plant Based Refillable All Purpose Wipes - Fragrance Free - 60ct,D3-C2,2026-09-27,3000.0,250.0,C,C · directional · ±50%,forecast_replenishment,12.0
94643458,P-DIS-DGR,"Biom Refillable Wipes Dispenser - Hunter Green: BPA-Free, Silicone Material",D3-C2,2026-09-27,12.0,2.0,C,C · directional · ±50%,forecast_replenishment,6.0
94643459,P-DIS-BLK,"Biom Refillable Wipes Dispenser - Black: BPA-Free, Silicone, Cleaning Tools and Accessories",D3-C2,2026-09-27,36.0,6.0,C,C · directional · ±50%,forecast_replenishment,6.0
94643460,P-DIS-LGR,"Biom Refillable Wipes Dispenser - Seafoam: BPA-Free, Silicone, 8 Inch Height",D3-C2,2026-09-27,24.0,4.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723685,P-60WIP-AP-FIR,"Biom Fraser Fir All-Purpose Cleaning Wipes Refill - 60ct: Removes Dirt, Grease, Multi-Surface Use",D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94723686,P-60WIP-AP-PEP,Biom Peppermint All-Purpose Cleaning Wipes Refill - 60ct,D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94723687,P-6DIS-WHI,"Biom Mini Refillable Wipe Dispenser - Bone: BPA-Free, Silicone, 6 Height",D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723688,P-DIS-TER,Biom Refillable Plant-Based Wipes Dispenser - Terracotta,D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723689,P-40WIP-6IN-AP-VAN,"Biom Tres Vanille All-Purpose Cleaning Mini Wipes - 40ct: Refill Pouch, Removes Dirt",D3-C2,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94799734,K-DIS-2BAB-WHI,"Biom 99% Water Hypoallergenic Baby Starter Kit - White - Fragrance Free - 120 wipes: Face, Hands, Nose, Whole Body, Diaper Area",D7,2026-09-27,244.0,61.0,C,C · directional · ±50%,forecast_replenishment,4.0
94799736,K-DIS-2BAB-LGR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Seafoam Green - Fragrance Free - 120ct: Refillable, Alcohol-Free, Aloe & Vitamin E",D7,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
94799737,P-60WIP-BAB-FRA,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 60ct: Alcohol-Free, Contains Aloe, Refill Pouch",D7,2026-09-27,636.0,53.0,C,C · directional · ±50%,forecast_replenishment,12.0
94799738,K-DIS-2BAB-PUR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Lilac - Fragrance Free - 120ct: Refillable Container, Contains Aloe, Contains Vitamin E",D7,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94799739,K-60WIP-BAB-FRA-4PK,"Biom 99% Water Hypoallergenic Baby Wipes -Fragrance Free - 240ct: Face, Hands, Nose, Whole Body, Diaper Area",D7,2026-09-27,198.0,66.0,C,C · directional · ±50%,forecast_replenishment,3.0
94799740,K-60WIP-BAB-FRA-12PK,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 720ct: Face & Body Application, Refill Pouch, With Aloe & Vitamin E",D7,2026-09-27,201.0,201.0,C,C · directional · ±50%,forecast_replenishment,1.0
94928289,P-60WIP-DSN-ALP,Biom Plastic Free Plant Based Disinfecting Wipes - Alpine Mint - 60ct,D3-C2,2026-09-27,528.0,44.0,C,C · directional · ±50%,forecast_replenishment,12.0
94928290,P-DIS-SS-BRU,Biom Refillable Plant-Based Wipes Dispenser - Brushed Stainless,D3-C2,2026-09-27,2568.0,642.0,C,C · directional · ±50%,planned_forward,4.0
94928291,K-60WIP-DSN-COM-3PK,"Biom Plastic Free Plant Based Disinfecting Wipes - Variety - 3pk/180ct: Ammonia-Free, Paraben-Free, Mint Scent",D3-C2,2026-09-27,2016.0,504.0,C,C · directional · ±50%,forecast_replenishment,4.0
94928292,P-60WIP-DSN-CIT,"Biom Plastic Free Plant Based Disinfecting Wipes - Fresh Citrus - 60ct: Ammonia-Free, Aluminum-Free, Paraben-Free",D3-C2,2026-09-27,8904.0,742.0,C,C · directional · ±50%,forecast_replenishment,12.0
94928293,K-60WIP-AP-COM,Biom Plant Based Refillable All Purpose Wipes Variety - 3pk/180ct,D3-C2,2026-09-27,1940.0,485.0,C,C · directional · ±50%,forecast_replenishment,4.0
94979715,P-30WIP-BOD-NAT-TRV,Biom Travel Pack Biodegradable Body Wipes - Naturally Fresh - 30ct,D253-C4,2026-09-27,576.0,24.0,C,C · directional · ±50%,forecast_replenishment,24.0
94979716,P-20WIP-SAN-STL-TRV,Biom Travel Pack Biodegradable Hand Sanitizing Wipes - Santal Escape - 20ct,D253-C4,2026-09-27,96.0,4.0,C,C · directional · ±50%,forecast_replenishment,24.0
94979717,K-6DIS-WHI-1SAN-STL,Biom Mini Dispenser with Biodegradable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,2026-09-27,1050.0,175.0,C,C · directional · ±50%,forecast_replenishment,6.0
94979718,P-40WIP-6IN-SAN-STL,Biom Mini Biodegradable Refillable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,2026-09-27,1608.0,67.0,C,C · directional · ±50%,forecast_replenishment,24.0
95285660,P-60WIP-FLU-FRA,Biom Flushable Personal Wipes Fragrance Free - 120ct,,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
95285661,P-60WIP-FLU-FRA,Biom Flushable Personal Wipes Unscented - 180ct,,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
95285662,K-DIS-2FLU-WHI,Biom White Flushable One Handed Kit Personal Wipes Unscented - 120ct,,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
1010810949,P-40WIP-LIT-FRA,Biom Baby Mini Little Messes Hand Wipes Refills Fragrance Free - 40ct,D7,2026-09-27,5184.0,216.0,C,C · directional · ±50%,forecast_replenishment,24.0
1010810951,K-6DIS-PER-1LIT,Biom Refillable Mini Dispenser Little Mess Hand Wipes Periwinkle - 40ct,D7,2026-09-27,480.0,80.0,C,C · directional · ±50%,forecast_replenishment,6.0
1011278742,P-20WIP-SAN-BER-TRV,Biom Sanitizing Go-Pack Holiday Bergamot Bloom - Hand Wipes - 20ct,D253-C4,2026-09-27,71976.0,2999.0,A,A · booked PO,booked_forward,24.0
1011278742,P-20WIP-SAN-BER-TRV,Biom Sanitizing Go-Pack Holiday Bergamot Bloom - Hand Wipes - 20ct,D253-C4,2026-09-27,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,24.0
1011824789,,Biom Pine Forest Disinfecting Wipes Refill All-Purpose Cleaners - 60ct,D3-C2,2026-09-27,26268.0,2189.0,C,C · directional · ±50%,planned_forward,12.0
1012188490,P-30WIP-LIT-FRA,Biom Little Mess Baby Wipes Go-Pack Unscented - 30ct,D7,2026-09-27,864.0,36.0,C,C · directional · ±50%,planned_forward,24.0
1012188491,P-30WIP-BAB-FRA,Biom Baby Wipes Go-Pack Unscented - 30ct,D7,2026-09-27,1608.0,67.0,C,C · directional · ±50%,planned_forward,24.0
1012914812,,Biom Santal Escape Cleaning Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,2026-09-27,0.0,,C,C · directional · ±50%,forecast_replenishment,
1012914813,,Biom Fresh Citrus Disinfecting Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,2026-09-27,0.0,,C,C · directional · ±50%,forecast_replenishment,
89854821,P-DIS-EUC,Biom Refillable Plant-Based Wipes Dispenser - Eucalyptus,D3-C2,2026-10-04,3306.0,551.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854822,P-60WIP-AP-LAV,"Biom Lavender Ease All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Removes Grease",D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
89854823,P-DIS-WHI,"Biom Refillable Plant-Based Wipes Dispenser - White: BPA-Free, Multi-Surface Use, Silicone Components",D3-C2,2026-10-04,2886.0,481.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854824,P-60WIP-AP-GRA,"Biom Grapefruit Zest All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Multi-Surface Cleaner",D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
89854825,P-DIS-TAN,Biom Refillable Plant-Based Wipes Dispenser - Sand,D3-C2,2026-10-04,1302.0,217.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854826,P-60WIP-AP-STL,Biom Plant Based Refillable All Purpose Wipes - Santal Escape - 60ct,D3-C2,2026-10-04,3612.0,301.0,C,C · directional · ±50%,forecast_replenishment,12.0
93197977,P-60WIP-AP-NER,Biom Plant Based Refillable All Purpose Wipes - Neroli Dream - 60ct,D3-C2,2026-10-04,1140.0,95.0,C,C · directional · ±50%,forecast_replenishment,12.0
93197978,,Biom Refillable Wipe Dispenser,D3-C2,2026-10-04,0.0,,C,C · directional · ±50%,forecast_replenishment,
93197979,P-60WIP-AP-FRA,Biom Plant Based Refillable All Purpose Wipes - Fragrance Free - 60ct,D3-C2,2026-10-04,2820.0,235.0,C,C · directional · ±50%,forecast_replenishment,12.0
94643458,P-DIS-DGR,"Biom Refillable Wipes Dispenser - Hunter Green: BPA-Free, Silicone Material",D3-C2,2026-10-04,12.0,2.0,C,C · directional · ±50%,forecast_replenishment,6.0
94643459,P-DIS-BLK,"Biom Refillable Wipes Dispenser - Black: BPA-Free, Silicone, Cleaning Tools and Accessories",D3-C2,2026-10-04,18.0,3.0,C,C · directional · ±50%,forecast_replenishment,6.0
94643460,P-DIS-LGR,"Biom Refillable Wipes Dispenser - Seafoam: BPA-Free, Silicone, 8 Inch Height",D3-C2,2026-10-04,30.0,5.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723685,P-60WIP-AP-FIR,"Biom Fraser Fir All-Purpose Cleaning Wipes Refill - 60ct: Removes Dirt, Grease, Multi-Surface Use",D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94723686,P-60WIP-AP-PEP,Biom Peppermint All-Purpose Cleaning Wipes Refill - 60ct,D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94723687,P-6DIS-WHI,"Biom Mini Refillable Wipe Dispenser - Bone: BPA-Free, Silicone, 6 Height",D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723688,P-DIS-TER,Biom Refillable Plant-Based Wipes Dispenser - Terracotta,D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94723689,P-40WIP-6IN-AP-VAN,"Biom Tres Vanille All-Purpose Cleaning Mini Wipes - 40ct: Refill Pouch, Removes Dirt",D3-C2,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
94799734,K-DIS-2BAB-WHI,"Biom 99% Water Hypoallergenic Baby Starter Kit - White - Fragrance Free - 120 wipes: Face, Hands, Nose, Whole Body, Diaper Area",D7,2026-10-04,260.0,65.0,C,C · directional · ±50%,forecast_replenishment,4.0
94799736,K-DIS-2BAB-LGR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Seafoam Green - Fragrance Free - 120ct: Refillable, Alcohol-Free, Aloe & Vitamin E",D7,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
94799737,P-60WIP-BAB-FRA,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 60ct: Alcohol-Free, Contains Aloe, Refill Pouch",D7,2026-10-04,816.0,68.0,C,C · directional · ±50%,forecast_replenishment,12.0
94799738,K-DIS-2BAB-PUR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Lilac - Fragrance Free - 120ct: Refillable Container, Contains Aloe, Contains Vitamin E",D7,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,6.0
94799739,K-60WIP-BAB-FRA-4PK,"Biom 99% Water Hypoallergenic Baby Wipes -Fragrance Free - 240ct: Face, Hands, Nose, Whole Body, Diaper Area",D7,2026-10-04,282.0,94.0,C,C · directional · ±50%,forecast_replenishment,3.0
94799740,K-60WIP-BAB-FRA-12PK,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 720ct: Face & Body Application, Refill Pouch, With Aloe & Vitamin E",D7,2026-10-04,199.0,199.0,C,C · directional · ±50%,forecast_replenishment,1.0
94928289,P-60WIP-DSN-ALP,Biom Plastic Free Plant Based Disinfecting Wipes - Alpine Mint - 60ct,D3-C2,2026-10-04,1356.0,113.0,C,C · directional · ±50%,forecast_replenishment,12.0
94928290,P-DIS-SS-BRU,Biom Refillable Plant-Based Wipes Dispenser - Brushed Stainless,D3-C2,2026-10-04,3072.0,768.0,C,C · directional · ±50%,planned_forward,4.0
94928291,K-60WIP-DSN-COM-3PK,"Biom Plastic Free Plant Based Disinfecting Wipes - Variety - 3pk/180ct: Ammonia-Free, Paraben-Free, Mint Scent",D3-C2,2026-10-04,1900.0,475.0,C,C · directional · ±50%,forecast_replenishment,4.0
94928292,P-60WIP-DSN-CIT,"Biom Plastic Free Plant Based Disinfecting Wipes - Fresh Citrus - 60ct: Ammonia-Free, Aluminum-Free, Paraben-Free",D3-C2,2026-10-04,9840.0,820.0,C,C · directional · ±50%,forecast_replenishment,12.0
94928293,K-60WIP-AP-COM,Biom Plant Based Refillable All Purpose Wipes Variety - 3pk/180ct,D3-C2,2026-10-04,1924.0,481.0,C,C · directional · ±50%,forecast_replenishment,4.0
94979715,P-30WIP-BOD-NAT-TRV,Biom Travel Pack Biodegradable Body Wipes - Naturally Fresh - 30ct,D253-C4,2026-10-04,456.0,19.0,C,C · directional · ±50%,forecast_replenishment,24.0
94979716,P-20WIP-SAN-STL-TRV,Biom Travel Pack Biodegradable Hand Sanitizing Wipes - Santal Escape - 20ct,D253-C4,2026-10-04,96.0,4.0,C,C · directional · ±50%,forecast_replenishment,24.0
94979717,K-6DIS-WHI-1SAN-STL,Biom Mini Dispenser with Biodegradable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,2026-10-04,960.0,160.0,C,C · directional · ±50%,forecast_replenishment,6.0
94979718,P-40WIP-6IN-SAN-STL,Biom Mini Biodegradable Refillable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,2026-10-04,1344.0,56.0,C,C · directional · ±50%,forecast_replenishment,24.0
95285660,P-60WIP-FLU-FRA,Biom Flushable Personal Wipes Fragrance Free - 120ct,,2026-10-04,36360.0,3030.0,C,C · directional · ±50%,planned_forward,12.0
95285661,P-60WIP-FLU-FRA,Biom Flushable Personal Wipes Unscented - 180ct,,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,4.0
95285662,K-DIS-2FLU-WHI,Biom White Flushable One Handed Kit Personal Wipes Unscented - 120ct,,2026-10-04,7916.0,1979.0,C,C · directional · ±50%,planned_forward,4.0
1010810949,P-40WIP-LIT-FRA,Biom Baby Mini Little Messes Hand Wipes Refills Fragrance Free - 40ct,D7,2026-10-04,1896.0,79.0,C,C · directional · ±50%,forecast_replenishment,24.0
1010810951,K-6DIS-PER-1LIT,Biom Refillable Mini Dispenser Little Mess Hand Wipes Periwinkle - 40ct,D7,2026-10-04,480.0,80.0,C,C · directional · ±50%,forecast_replenishment,6.0
1011278742,P-20WIP-SAN-BER-TRV,Biom Sanitizing Go-Pack Holiday Bergamot Bloom - Hand Wipes - 20ct,D253-C4,2026-10-04,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,24.0
1011824789,,Biom Pine Forest Disinfecting Wipes Refill All-Purpose Cleaners - 60ct,D3-C2,2026-10-04,10308.0,859.0,C,C · directional · ±50%,planned_forward,12.0
1012188490,P-30WIP-LIT-FRA,Biom Little Mess Baby Wipes Go-Pack Unscented - 30ct,D7,2026-10-04,2592.0,108.0,C,C · directional · ±50%,planned_forward,24.0
1012188491,P-30WIP-BAB-FRA,Biom Baby Wipes Go-Pack Unscented - 30ct,D7,2026-10-04,3648.0,152.0,C,C · directional · ±50%,planned_forward,24.0
1012914812,,Biom Santal Escape Cleaning Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,2026-10-04,0.0,,C,C · directional · ±50%,forecast_replenishment,
1012914813,,Biom Fresh Citrus Disinfecting Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,2026-10-04,0.0,,C,C · directional · ±50%,forecast_replenishment,
89854821,P-DIS-EUC,Biom Refillable Plant-Based Wipes Dispenser - Eucalyptus,D3-C2,2026-10-11,7920.0,1320.0,C,C · directional · ±50%,planned_forward,6.0
89854822,P-60WIP-AP-LAV,"Biom Lavender Ease All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Removes Grease",D3-C2,2026-10-11,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
89854823,P-DIS-WHI,"Biom Refillable Plant-Based Wipes Dispenser - White: BPA-Free, Multi-Surface Use, Silicone Components",D3-C2,2026-10-11,7020.0,1170.0,C,C · directional · ±50%,planned_forward,6.0
89854824,P-60WIP-AP-GRA,"Biom Grapefruit Zest All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Multi-Surface Cleaner",D3-C2,2026-10-11,0.0,0.0,C,C · directional · ±50%,forecast_replenishment,12.0
89854825,P-DIS-TAN,Biom Refillable Plant-Based Wipes Dispenser - Sand,D3-C2,2026-10-11,1398.0,233.0,C,C · directional · ±50%,forecast_replenishment,6.0
89854826,P-60WIP-AP-STL,Biom Plant Based Refillable All Purpose Wipes - Santal Escape - 60ct,D3-C2,2026-10-11,3864.0,322.0,C,C · directional · ±50%,forecast_replenishment,12.0
93197977,P-60WIP-AP-NER,Biom Plant Based Refillable All Purpose Wipes - Neroli Dream - 60ct,D3-C2,2026-10-11,1200.0,100.0,C,C · directional · ±50%,forecast_replenishment,12.0
93197978,,Biom Refillable Wipe Dispenser,D3-C2,2026-10-11,0.0,,C,C · directional · ±50%,forecast_replenishment,
93197979,P-60WIP-AP-FRA,Biom Plant Based Refillable All Purpose Wipes - Fragrance Free - 60ct,D3-C2,2026-10-11,2796.0,233.0,C,C · directional · ±50%,forecast_replenishment,12.0
94643458,P-DIS-DGR,"Biom Refillable Wipes Dispenser - Hunter Green: BPA-Free, Silicone Material",D3-C2,2026-10-11,12.0,2.0,C,C · directional · ±50%,forecast_replenishment,6.0
94643459,P-DIS-BLK,"Biom Refillable Wipes Dispenser - Black: BPA-Free, Silicone, Cleaning Tools and Accessories",D3-C2,2026-10-11,18.0,3.0,C,C · directional · ±50%,forecast_replenishment,6.0
